Report Date,Area,District,Zone,Ward,Stake,BC,NW,A,B,C,D,CF,BS,LA,BD,SM,NF
7/16/2017,YONGHE_S,SHUANGHE,SOUTH,YONGHE,SOUTH,0,0,0,0,0,2,0,0,0,2,5,11
7/16/2017,YULI_E,HUALIAN_B,HUALIAN,YULI,HUALIAN,0,0,0,0,1,7,0,0,0,8,4,6
7/16/2017,ZHONGHE_1_E,SHUANGHE,SOUTH,ZHONGHE_1,SOUTH,0,0,0,0,1,4,0,0,0,5,6,5
7/16/2017,ZHONGHE_2_E,SHUANGHE,SOUTH,ZHONGHE_2,SOUTH,0,0,0,0,3,0,0,0,0,3,3,1
7/16/2017,ZHONGLI_1_A_E,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,1,3,9,0,0,0,13,2,12
7/16/2017,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,1,0,0,0,2,4,0,0,0,6,2,4
7/16/2017,ZHONGLI_2_A_E,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,2,3,0,0,0,6,5,3
7/16/2017,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,1,0,0,0,4,2,0,0,0,6,6,4
7/16/2017,ZHUBEI_1_E,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,0,1,2,4,5,0,0,0,12,4,3
7/16/2017,ZHUBEI_1_S,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,0,1,1,1,3,0,0,0,6,2,3
7/16/2017,ZHUBEI_2_E,ZHUBEI,XINZHU,ZHUBEI_2,XINZHU,0,0,0,0,0,1,0,0,0,1,1,1
7/16/2017,ZHUBEI_3_E,ZHUBEI,XINZHU,ZHUBEI_3,XINZHU,0,0,0,0,0,2,0,0,0,2,1,5
7/16/2017,ZHUDONG_E,XINZHU_A,XINZHU,ZHUDONG,XINZHU,0,1,0,1,2,0,0,0,0,3,3,0
7/16/2017,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,1,0,0,0,1,0,0,0,0,3,2,2
7/23/2017,ANKANG_E,MUZHA,SOUTH,ANKANG,SOUTH,0,2,2,1,0,1,0,0,0,4,3,2
7/23/2017,ASSISTANTS,XINAN,CENTRAL,XINAN,CENTRAL,0,0,0,0,1,1,0,0,0,2,0,2
7/23/2017,ASSISTANTS_ENG,XINAN,CENTRAL,ENGLISH,NORTH,0,0,0,0,1,0,0,0,0,1,1,1
7/23/2017,BADE_A_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,1,1,0,0,0,2,2,1
7/23/2017,BEITOU_E,BEITOU,NORTH,BEITOU,NORTH,0,0,1,1,2,3,0,0,0,7,2,1
7/23/2017,BEITOU_S,BEITOU,NORTH,BEITOU,NORTH,0,0,0,1,0,2,0,0,0,4,3,3
7/23/2017,BITAN_E,XINDIAN,SOUTH,BITAN,SOUTH,0,0,0,0,2,1,0,0,0,3,9,5
7/23/2017,DANFENG_A_E,XINZHUANG,WEST,DANFENG,WEST,0,0,0,4,0,0,0,0,0,4,0,3
7/23/2017,DANSHUI_A_E,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,1,2,3,0,0,0,6,4,4
7/23/2017,DANSHUI_B_E,DANSHUI,NORTH,DANSHUI,NORTH,1,0,0,0,2,4,0,0,0,6,1,3
7/23/2017,DANSHUI_ZL,DANSHUI,NORTH,DANSHUI,NORTH,1,0,0,0,0,3,0,0,0,5,3,0
7/23/2017,FENGLIN_E,HUALIAN_A,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,1,1,3,0,0,0,5,1,1
7/23/2017,GUISHAN_A_E,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,2,1,1,2,2,1,0,0,0,8,4,3
7/23/2017,HUALIAN_1_E,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,0,0,1,4,0,0,0,0,5,0,4
7/23/2017,HUALIAN_1_S,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,0,0,1,3,1,0,0,0,5,4,6
7/23/2017,HUALIAN_2_E,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0,0,0,0,0,2,2
7/23/2017,HUALIAN_3_E,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,1,3,0,0,0,4,0,2
7/23/2017,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,1,1,0,6,5,0,0,0,12,2,3
7/23/2017,JILONG_A_E,JILONG,EAST,JILONG,EAST,0,0,0,0,1,4,0,0,0,5,5,4
7/23/2017,JILONG_ZL,JILONG,EAST,JILONG,EAST,0,0,0,0,0,2,0,0,0,2,0,1
7/23/2017,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,0,0,3,1,2,0,0,0,6,2,2
7/23/2017,JINHUA_S,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,1,0,3,2,0,0,0,6,3,5
7/23/2017,JINHUA_ZL,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,1,1,0,0,0,0,2,3,3
7/23/2017,LINKOU_E,XINZHUANG,WEST,DANFENG,WEST,0,0,0,1,1,3,0,0,0,5,4,6
7/23/2017,LONGTAN_A_E,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,0,2,2,0,0,0,4,3,3
7/23/2017,LUODONG_A_E,YILAN,EAST,YILAN,EAST,0,0,0,1,0,3,0,0,0,4,3,1
7/23/2017,LUZHOU_B_E,SANCHONG,CENTRAL,LUZHOU,CENTRAL,0,0,1,1,1,1,0,0,0,6,3,6
7/23/2017,MIAOLI_A_E,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,1,1,1,0,0,0,3,1,3
7/23/2017,MIAOLI_B_E,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,2,2,0,0,0,4,0,2
7/23/2017,MIAOLI_S,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,1,2,0,0,0,3,2,1
7/23/2017,MUZHA_A_E,MUZHA,SOUTH,MUZHA,SOUTH,0,0,4,0,0,2,0,0,0,6,3,3
7/23/2017,MUZHA_S,MUZHA,SOUTH,MUZHA,SOUTH,0,0,0,0,4,3,0,0,0,7,0,3
7/23/2017,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,2,2,0,0,0,4,1,3
7/23/2017,ENGLISH_E,XINAN,CENTRAL,XINAN,CENTRAL,0,0,0,0,0,0,0,0,0,0,4,0
7/23/2017,SANCHONG_E,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,1,0,2,0,0,0,3,6,6
7/23/2017,SANCHONG_S,SANCHONG,CENTRAL,SANCHONG,CENTRAL,1,0,0,0,0,6,0,0,0,6,3,8
7/23/2017,SANXIA_A_E,TUCHENG,WEST,SANXIA,WEST,0,0,0,1,2,3,0,0,0,6,5,4
7/23/2017,SANXIA_B_E,TUCHENG,WEST,SANXIA,WEST,1,0,0,0,1,4,0,0,0,5,1,3
7/23/2017,SHILIN_S,BEITOU,NORTH,SHILIN,NORTH,0,0,0,0,0,0,0,0,0,0,0,1
7/23/2017,SIYUAN_E,XINZHUANG,WEST,SIYUAN,WEST,1,0,0,1,1,5,0,0,0,7,3,3
7/23/2017,SIYUAN_S,XINZHUANG,WEST,SIYUAN,WEST,0,0,1,2,2,0,0,0,0,5,1,2
7/23/2017,SONGSHAN_S,SONGSHAN,EAST,SONGSHAN,EAST,0,0,1,1,2,4,0,0,0,8,5,3
7/23/2017,SONGSHAN_E,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,2,1,0,0,0,3,6,4
7/23/2017,TAIDONG_1_E,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,0,0,1,2,1,0,0,0,4,7,3
7/23/2017,TAIDONG_1_S,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,0,0,0,2,1,0,0,0,4,2,5
7/23/2017,TAIDONG_2_S,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,1,0,0,0,0,0,1,5,4
7/23/2017,TAIDONG_2_ZL,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,0,2,1,0,0,0,3,1,3
7/23/2017,TAIDONG_3_A_E,TAIDONG_A,HUALIAN,TAIDONG_3,HUALIAN,0,0,0,1,1,0,0,0,0,2,4,5
7/23/2017,TAOYUAN_1_E,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,1,1,0,0,0,0,5,6,5
7/23/2017,TAOYUAN_1_S,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,0,1,0,0,0,2,5,3
7/23/2017,TAOYUAN_2_E,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,1,1,0,1,2,0,0,0,4,2,3
7/23/2017,TAOYUAN_2_S,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,2,0,0,0,4,4,5
7/23/2017,TAOYUAN_3_ZL,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,1,0,0,2,1,0,0,0,3,8,5
7/23/2017,TAOYUAN_4_E,TAOYUAN_A,TAOYUAN,TAOYUAN_4,TAOYUAN,0,0,0,1,1,11,0,0,0,13,11,7
7/23/2017,TIANMU_A_E,BEITOU,NORTH,TIANMU,NORTH,0,1,1,2,1,1,0,0,0,5,4,1
7/23/2017,TOUFEN_A_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,0,0,1,0,0,0,1,6,3
7/23/2017,TUCHENG_S,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,6,0,0,0,6,3,4
7/23/2017,TUCHENG_ZL,TUCHENG,WEST,TUCHENG,WEST,1,0,0,1,1,3,0,0,0,5,3,3
7/23/2017,WANDA_E,JINHUA,CENTRAL,WANDA,CENTRAL,1,0,0,2,2,6,0,0,0,10,7,8
7/23/2017,XIANGSHAN_A_E,XINZHU_B,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,1,0,0,0,0,3,5,3
7/23/2017,XINAN_S,XINAN,CENTRAL,XINAN,CENTRAL,0,1,1,0,2,5,0,0,0,8,1,3
7/23/2017,XINBAN_E,BANQIAO,WEST,XINBAN,WEST,0,0,0,0,0,8,0,0,0,8,2,3
7/23/2017,XINDIAN_E,XINDIAN,SOUTH,XINDIAN,SOUTH,1,0,0,0,1,2,0,0,0,3,2,5
7/23/2017,XINPU_S,BANQIAO,WEST,XINPU,WEST,0,0,0,0,1,5,0,0,0,6,1,3
7/23/2017,XINZHU_1_E,XINZHU_B,XINZHU,XINZHU_1,XINZHU,0,0,0,0,2,2,0,0,0,5,4,0
7/23/2017,XINZHU_1_S,XINZHU_B,XINZHU,XINZHU_1,XINZHU,0,0,0,0,4,2,0,0,0,6,7,8
7/23/2017,XINZHU_3_ZL,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,0,0,0,0,0,1,2,1
7/23/2017,XIZHI_A_E,XIZHI,EAST,XIZHI,EAST,0,1,1,0,4,5,0,0,0,10,6,3
7/23/2017,YILAN_A_S,YILAN,EAST,YILAN,EAST,0,0,0,0,0,4,0,0,0,6,5,8
7/23/2017,YINGGE_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,2,1,0,0,0,3,0,1
7/23/2017,YONGHE_S,SHUANGHE,SOUTH,YONGHE,SOUTH,0,0,0,0,0,2,0,0,0,4,7,4
7/23/2017,YULI_E,HUALIAN_B,HUALIAN,YULI,HUALIAN,0,0,0,0,2,5,0,0,0,7,6,12
7/23/2017,ZHONGHE_1_E,SHUANGHE,SOUTH,ZHONGHE_1,SOUTH,0,0,0,0,1,4,0,0,0,5,4,4
7/23/2017,ZHONGHE_2_E,SHUANGHE,SOUTH,ZHONGHE_2,SOUTH,0,0,0,0,3,0,0,0,0,3,1,1
7/23/2017,ZHONGLI_1_A_E,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,1,2,10,0,0,0,13,6,10
7/23/2017,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,0,4,0,0,0,4,5,3
7/23/2017,ZHONGLI_2_A_E,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,1,1,3,0,0,0,5,2,4
7/23/2017,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,1,2,2,0,0,0,5,3,5
7/23/2017,ZHUBEI_1_E,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,1,1,2,4,4,0,0,0,11,5,2
7/23/2017,ZHUBEI_1_S,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,0,0,1,3,2,0,0,0,6,3,2
7/23/2017,ZHUBEI_2_E,ZHUBEI,XINZHU,ZHUBEI_2,XINZHU,0,0,0,0,0,1,0,0,0,1,2,1
7/23/2017,ZHUBEI_3_E,ZHUBEI,XINZHU,ZHUBEI_3,XINZHU,0,0,0,0,0,3,0,0,0,3,2,2
7/23/2017,ZHUDONG_E,XINZHU_A,XINZHU,ZHUDONG,XINZHU,0,0,0,0,1,1,0,0,0,2,2,1
7/23/2017,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,0,0,0,0,0,1,0,0,0,1,2,3
7/30/2017,ANKANG_E,MUZHA,SOUTH,ANKANG,SOUTH,0,0,2,1,0,2,0,0,0,5,2,3
7/30/2017,ASSISTANTS,XINAN,CENTRAL,XINAN,CENTRAL,0,0,0,0,1,3,0,0,0,4,0,3
7/30/2017,ASSISTANTS_ENG,XINAN,CENTRAL,ENGLISH,NORTH,0,0,0,1,0,0,0,0,0,1,0,0
7/30/2017,BADE_A_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,1,2,0,0,0,3,3,2
7/30/2017,BEITOU_E,BEITOU,NORTH,BEITOU,NORTH,0,0,0,2,4,1,0,0,0,7,1,0
7/30/2017,BEITOU_S,BEITOU,NORTH,BEITOU,NORTH,0,0,0,0,0,2,0,0,0,3,0,2
7/30/2017,BITAN_E,XINDIAN,SOUTH,BITAN,SOUTH,0,0,0,0,2,1,0,0,0,3,0,2
7/30/2017,DANFENG_A_E,XINZHUANG,WEST,DANFENG,WEST,0,0,0,0,4,0,0,0,0,4,0,1
7/30/2017,DANSHUI_A_E,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,1,3,4,0,0,0,7,0,0
7/30/2017,DANSHUI_B_E,DANSHUI,NORTH,DANSHUI,NORTH,0,1,1,0,3,3,0,0,0,7,0,3
7/30/2017,DANSHUI_ZL,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,1,3,0,0,0,4,0,0
7/30/2017,FENGLIN_E,HUALIAN_A,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,1,2,3,0,0,0,6,0,3
7/30/2017,GUISHAN_A_E,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,0,2,1,0,0,1,0,0,0,2,2,3
7/30/2017,HUALIAN_1_E,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,0,0,0,5,0,0,0,0,5,1,3
7/30/2017,HUALIAN_1_S,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,1,1,1,3,1,0,0,0,6,2,7
7/30/2017,HUALIAN_2_E,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2017,HUALIAN_3_E,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,1,0,0,0,1,0,2
7/30/2017,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,1,1,0,6,4,0,0,0,11,1,1
7/30/2017,JILONG_A_E,JILONG,EAST,JILONG,EAST,0,1,0,2,4,0,0,0,0,6,0,2
7/30/2017,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,0,0,3,2,1,0,0,0,6,1,4
7/30/2017,JINHUA_S,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,1,0,2,4,0,0,0,7,0,2
7/30/2017,JINHUA_ZL,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,0,1,1,0,0,0,0,3,0,1
7/30/2017,LINKOU_E,XINZHUANG,WEST,DANFENG,WEST,0,0,0,1,0,0,0,0,0,1,1,4
7/30/2017,LONGTAN_A_E,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,1,2,0,0,0,0,3,0,0
7/30/2017,LONGTAN_S,BADE,TAOYUAN,LONGTAN,TAOYUAN,0,0,0,0,0,0,0,0,0,1,1,1
7/30/2017,LUODONG_A_E,YILAN,EAST,YILAN,EAST,0,0,0,1,0,3,0,0,0,4,0,0
7/30/2017,LUZHOU_B_E,SANCHONG,CENTRAL,LUZHOU,CENTRAL,0,0,1,1,1,2,0,0,0,8,0,5
7/30/2017,MIAOLI_A_E,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,2,1,0,0,0,3,2,3
7/30/2017,MIAOLI_B_E,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,2,2,0,0,0,4,1,2
7/30/2017,MIAOLI_S,MIAOLI,XINZHU,MIAOLI,XINZHU,0,0,0,0,1,2,0,0,0,3,0,1
7/30/2017,MUZHA_A_E,MUZHA,SOUTH,MUZHA,SOUTH,0,1,1,1,1,3,0,0,0,6,5,6
7/30/2017,MUZHA_S,MUZHA,SOUTH,MUZHA,SOUTH,0,0,0,1,1,4,0,0,0,6,3,1
7/30/2017,NEIHU_A_E,SONGSHAN,EAST,NEIHU,EAST,0,0,0,0,2,2,0,0,0,4,0,3
7/30/2017,ENGLISH_E,XINAN,CENTRAL,XINAN,CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2017,SANCHONG_E,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,0,1,2,0,0,0,3,0,1
7/30/2017,SANCHONG_S,SANCHONG,CENTRAL,SANCHONG,CENTRAL,0,0,0,1,1,3,0,0,0,5,0,2
7/30/2017,SANXIA_A_E,TUCHENG,WEST,SANXIA,WEST,0,0,0,0,3,0,0,0,0,3,2,2
7/30/2017,SANXIA_B_E,TUCHENG,WEST,SANXIA,WEST,0,0,0,0,1,3,0,0,0,4,0,2
7/30/2017,SHILIN_S,BEITOU,NORTH,SHILIN,NORTH,0,0,0,0,0,0,0,0,0,0,0,1
7/30/2017,SIYUAN_E,XINZHUANG,WEST,SIYUAN,WEST,0,1,0,0,1,6,0,0,0,7,1,2
7/30/2017,SIYUAN_S,XINZHUANG,WEST,SIYUAN,WEST,0,1,1,2,2,5,0,0,0,10,0,1
7/30/2017,SONGSHAN_S,SONGSHAN,EAST,SONGSHAN,EAST,0,1,1,1,2,3,0,0,0,7,0,3
7/30/2017,SONGSHAN_E,SONGSHAN,EAST,SONGSHAN,EAST,0,0,0,0,3,2,0,0,0,5,0,1
7/30/2017,TAIDONG_1_E,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,1,1,0,0,1,0,0,0,2,3,1
7/30/2017,TAIDONG_1_S,TAIDONG_A,HUALIAN,TAIDONG_1,HUALIAN,0,0,0,0,1,2,0,0,0,3,2,0
7/30/2017,TAIDONG_2_S,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,1,0,0,0,0,0,1,0,1
7/30/2017,TAIDONG_2_ZL,TAIDONG_A,HUALIAN,TAIDONG_2,HUALIAN,0,0,0,1,0,4,0,0,0,5,1,5
7/30/2017,TAIDONG_3_A_E,TAIDONG_A,HUALIAN,TAIDONG_3,HUALIAN,0,0,0,1,0,0,0,0,0,1,0,0
7/30/2017,TAOYUAN_1_E,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,1,0,5,0,0,0,6,1,1
7/30/2017,TAOYUAN_1_S,TAOYUAN_A,TAOYUAN,TAOYUAN_1,TAOYUAN,0,0,0,0,1,1,0,0,0,2,0,1
7/30/2017,TAOYUAN_2_E,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,1,0,0,0,1,3,0,0,0,4,0,0
7/30/2017,TAOYUAN_2_S,TAOYUAN_B,TAOYUAN,TAOYUAN_2,TAOYUAN,0,0,0,0,0,3,0,0,0,5,3,3
7/30/2017,TAOYUAN_3_S,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,1,1,11,0,0,0,13,11,6
7/30/2017,TAOYUAN_3_ZL,TAOYUAN_A,TAOYUAN,TAOYUAN_3,TAOYUAN,0,0,0,1,1,0,0,0,0,2,6,3
7/30/2017,TAOYUAN_4_E,TAOYUAN_A,TAOYUAN,TAOYUAN_4,TAOYUAN,0,0,0,1,1,5,0,0,0,7,4,1
7/30/2017,TIANMU_A_E,BEITOU,NORTH,TIANMU,NORTH,0,1,1,1,0,3,0,0,0,5,1,0
7/30/2017,TOUFEN_A_E,ZHUNAN,XINZHU,TOUFEN,XINZHU,0,0,0,1,0,0,0,0,0,1,0,0
7/30/2017,TUCHENG_S,TUCHENG,WEST,TUCHENG,WEST,0,0,0,0,0,6,0,0,0,6,1,6
7/30/2017,TUCHENG_ZL,TUCHENG,WEST,TUCHENG,WEST,0,0,0,1,1,3,0,0,0,5,1,1
7/30/2017,WANDA_E,JINHUA,CENTRAL,WANDA,CENTRAL,0,0,0,2,1,4,0,0,0,7,0,3
7/30/2017,XIANGSHAN_A_E,XINZHU_B,XINZHU,XIANGSHAN,XINZHU,0,0,0,0,0,3,0,0,0,3,0,2
7/30/2017,XINAN_S,XINAN,CENTRAL,XINAN,CENTRAL,0,1,0,0,1,4,0,0,0,5,0,5
7/30/2017,XINBAN_E,BANQIAO,WEST,XINBAN,WEST,0,0,0,0,0,8,0,0,0,8,1,3
7/30/2017,XINDIAN_E,XINDIAN,SOUTH,XINDIAN,SOUTH,0,0,0,0,1,3,0,0,0,4,0,2
7/30/2017,XINPU_S,BANQIAO,WEST,XINPU,WEST,0,0,0,0,1,4,0,0,0,5,4,4
7/30/2017,XINZHU_1_S,XINZHU_B,XINZHU,XINZHU_1,XINZHU,0,0,0,0,3,1,0,0,0,4,0,8
7/30/2017,XINZHU_3_ZL,XINZHU_A,XINZHU,XINZHU_3,XINZHU,0,0,0,0,1,7,0,0,0,7,0,2
7/30/2017,XIZHI_A_E,XIZHI,EAST,XIZHI,EAST,0,1,0,0,3,4,0,0,0,7,0,1
7/30/2017,XIZHI_S,XIZHI,EAST,XIZHI,EAST,0,0,0,0,2,0,0,0,0,2,0,3
7/30/2017,YILAN_A_S,YILAN,EAST,YILAN,EAST,0,0,0,0,0,5,0,0,0,7,0,3
7/30/2017,YINGGE_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,1,2,1,0,0,0,4,1,3
7/30/2017,YONGHE_S,SHUANGHE,SOUTH,YONGHE,SOUTH,0,0,0,0,2,2,0,0,0,6,5,6
7/30/2017,YULI_E,HUALIAN_B,HUALIAN,YULI,HUALIAN,0,0,0,0,1,4,0,0,0,5,0,1
7/30/2017,ZHONGHE_1_E,SHUANGHE,SOUTH,ZHONGHE_1,SOUTH,0,0,0,0,0,4,0,0,0,4,2,0
7/30/2017,ZHONGHE_2_E,SHUANGHE,SOUTH,ZHONGHE_2,SOUTH,0,0,0,0,0,1,0,0,0,1,0,2
7/30/2017,ZHONGLI_1_A_E,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,2,2,8,0,0,0,12,3,8
7/30/2017,ZHONGLI_1_S,ZHONGLI,TAOYUAN,ZHONGLI_1,TAOYUAN,0,0,0,0,2,3,0,0,0,5,3,4
7/30/2017,ZHONGLI_2_A_E,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,0,1,2,0,0,0,3,4,4
7/30/2017,ZHONGLI_2_S,ZHONGLI,TAOYUAN,ZHONGLI_2,TAOYUAN,0,0,0,1,4,1,0,0,0,6,6,3
7/30/2017,ZHUBEI_1_E,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,1,0,0,2,2,0,0,0,4,0,0
7/30/2017,ZHUBEI_1_S,ZHUBEI,XINZHU,ZHUBEI_1,XINZHU,0,0,1,0,3,2,0,0,0,6,0,2
7/30/2017,ZHUBEI_3_E,ZHUBEI,XINZHU,ZHUBEI_3,XINZHU,0,0,0,0,2,1,0,0,0,3,0,0
7/30/2017,ZHUDONG_E,XINZHU_A,XINZHU,ZHUDONG,XINZHU,0,0,0,0,1,0,0,0,0,1,0,2
7/30/2017,ZHUNAN_E,ZHUNAN,XINZHU,ZHUNAN,XINZHU,0,0,0,0,0,2,0,0,0,2,2,7
8/6/2017,ANKANG_E,MUZHA,SOUTH,ANKANG,SOUTH,0,2,2,0,0,1,0,0,0,3,4,3
8/6/2017,ASSISTANTS,XINAN,CENTRAL,XINAN,CENTRAL,0,0,0,1,0,3,0,0,0,4,5,5
8/6/2017,ASSISTANTS_ENG,XINAN,CENTRAL,ENGLISH,NORTH,0,0,0,0,0,1,0,0,0,1,1,0
8/6/2017,BADE_A_E,BADE,TAOYUAN,BADE,TAOYUAN,0,0,0,0,1,3,0,0,0,4,6,13
8/6/2017,BEITOU_E,BEITOU,NORTH,BEITOU,NORTH,0,0,0,1,1,1,0,0,0,3,1,0
8/6/2017,BEITOU_S,BEITOU,NORTH,BEITOU,NORTH,0,0,0,0,0,2,0,0,0,3,1,3
8/6/2017,BITAN_E,XINDIAN,SOUTH,BITAN,SOUTH,0,0,1,0,1,1,0,0,0,3,12,2
8/6/2017,DANFENG_A_E,XINZHUANG,WEST,DANFENG,WEST,0,0,0,1,3,0,0,0,0,4,3,2
8/6/2017,DANSHUI_A_E,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,3,4,0,0,0,0,7,3,2
8/6/2017,DANSHUI_B_E,DANSHUI,NORTH,DANSHUI,NORTH,0,1,1,1,1,1,0,0,0,4,5,2
8/6/2017,DANSHUI_ZL,DANSHUI,NORTH,DANSHUI,NORTH,0,0,0,0,0,4,0,0,0,4,2,4
8/6/2017,FENGLIN_E,HUALIAN_A,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,1,1,4,0,0,0,6,1,4
8/6/2017,GUISHAN_A_E,TAOYUAN_B,TAOYUAN,GUISHAN,TAOYUAN,2,0,0,0,0,2,0,0,0,2,1,1
8/6/2017,HUALIAN_1_E,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,0,1,0,1,4,0,0,0,0,5,3,1
8/6/2017,HUALIAN_1_S,HUALIAN_A,HUALIAN,HUALIAN_1,HUALIAN,1,0,0,3,2,1,0,0,0,6,3,4
8/6/2017,HUALIAN_2_E,HUALIAN_A,HUALIAN,HUALIAN_2,HUALIAN,0,0,0,0,0,3,0,0,0,3,6,6
8/6/2017,HUALIAN_3_E,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,0,0,0,0,0,1,0,0,0,1,0,3
8/6/2017,HUALIAN_3_S,HUALIAN_B,HUALIAN,HUALIAN_3,HUALIAN,1,1,1,0,3,0,0,0,0,4,4,1
8/6/2017,JILONG_A_E,JILONG,EAST,JILONG,EAST,1,1,0,1,4,0,0,0,0,5,10,5
8/6/2017,JINGMEI_ZL,XINDIAN,SOUTH,JINGMEI,SOUTH,0,1,1,2,2,1,0,0,0,6,5,6
8/6/2017,JINHUA_S,JINHUA,CENTRAL,JINHUA,CENTRAL,0,0,1,0,1,0,0,0,0,3,2,7
